"cluster","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"0","Syn2",3.7551058531847e-86,0.519160832420298,0.987,0.948,1.21244857787628e-81
"0","Ncald",1.19625692365879e-83,0.539497522899474,0.977,0.899,3.86247435510949e-79
"0","Cdk14",7.03831394879845e-83,0.519602422865565,0.992,0.955,2.27253080778804e-78
"0","Cntn4",1.02540170996308e-79,0.526565988366335,0.999,0.97,3.3108170411288e-75
"0","Lsamp",2.22333913849276e-78,0.49603016114083,1,0.997,7.17871741036542e-74
"0","Rasal2",2.03859472463976e-75,0.524947986446324,0.966,0.913,6.58221464691686e-71
"0","Trpc3",2.54276937419162e-74,0.615423550404901,0.576,0.286,8.21009375538991e-70
"0","Robo2",2.77840634410367e-74,0.505390146177346,0.991,0.947,8.97091840384194e-70
"0","Arhgap24",5.52127336150948e-74,0.663904004508306,0.498,0.218,1.78270874296418e-69
"0","Thrb",1.8689855870371e-73,0.540952595715832,0.974,0.924,6.03458066342539e-69
"0","Fat3",6.99870919463311e-73,0.676982159324081,0.948,0.835,2.25974322476314e-68
"0","Plxnd1",1.77051641572685e-72,0.614852023356941,0.7,0.4,5.71664340309884e-68
"0","Coch",2.80997513845831e-72,0.592688275746398,0.681,0.378,9.07284772705419e-68
"0","Epha4",1.70709041451444e-70,0.563632837019055,0.93,0.742,5.51185353038421e-66
"0","Grk5",1.34209313277072e-69,0.589407542974775,0.646,0.376,4.33335030709009e-65
"0","St6galnac5",1.74294987409934e-69,0.546633985050152,0.979,0.867,5.62763655349195e-65
"0","Tmeff2",2.38331282376915e-69,0.579654719642717,0.989,0.961,7.69524044538584e-65
"0","Erbb4",2.38437085808922e-68,0.680850939731206,0.79,0.565,7.69865662659846e-64
"0","Grin2a",3.83930736325141e-68,0.405844367462855,1,0.974,1.23963556144662e-63
"0","Prr16",4.12527859770537e-68,0.603952056540522,0.967,0.84,1.33196995362711e-63
"0","Adgrl3",4.15839441089841e-68,0.460945313570658,1,0.988,1.34266238739088e-63
"0","Gm34184",2.67382686639333e-66,0.266446023051271,0.215,0.035,8.63325218621079e-62
"0","Pde5a",5.21354520722309e-66,0.483054009327875,0.422,0.159,1.68334947650819e-61
"0","Garnl3",1.09664277102571e-63,0.67003043879534,0.893,0.728,3.5408401790878e-59
"0","Kcnq3",5.25952355701631e-63,0.429725052838836,0.994,0.972,1.69819496608943e-58
"0","Grm3",1.64961984635183e-62,0.696910437896737,0.855,0.67,5.3262925599008e-58
"0","Kcnh5",2.30066932184262e-62,0.987544556244548,0.648,0.416,7.42840110636546e-58
"0","Syndig1",1.70880123292017e-61,0.520108919756648,0.661,0.368,5.51737742085266e-57
"0","Cntn6",6.26817427677588e-60,0.738802967594682,0.888,0.71,2.0238681104854e-55
"0","Farp1",1.1167877726949e-59,0.457767149108686,0.92,0.839,3.60588436047729e-55
"0","Hgf",2.42132286567315e-59,0.554848417852734,0.726,0.447,7.81796726868548e-55
"0","Cux2",4.11303781907537e-59,0.493921943625449,0.876,0.601,1.32801765102306e-54
"0","Nedd4l",7.96033827336365e-59,0.443779808465995,0.937,0.896,2.57023402170366e-54
"0","Tle1",2.98743772856526e-58,0.539876275273887,0.772,0.554,9.64583893799152e-54
